DATE,VALUE
2012-07-19,15.71
2012-07-18,15.64
2012-07-17,15.85
2012-07-16,15.69
2012-07-13,15.7
2012-07-12,15.63
2012-07-11,15.82
2012-07-10,15.83
2012-07-09,15.78
2012-07-06,15.8
2012-07-05,15.9
2012-07-03,15.83
2012-07-02,15.8
2012-06-29,15.61
2012-06-28,15.41
2012-06-27,15.41
2012-06-26,15.4
2012-06-25,15.51
2012-06-22,15.53
2012-06-21,15.74
2012-06-20,15.69
2012-06-19,15.52
2012-06-18,15.33
2012-06-15,15.44
2012-06-14,15.3
2012-06-13,15.47
2012-06-12,15.35
2012-06-11,15.73
2012-06-08,15.52
2012-06-07,15.47
2012-06-06,15.14
2012-06-05,15.0
2012-06-04,14.9
2012-06-01,15.04
2012-05-31,15.23
2012-05-30,15.3
2012-05-29,15.4
2012-05-25,15.4
2012-05-24,15.34
2012-05-23,15.19
2012-05-22,15.58
2012-05-21,16.0
2012-05-18,15.78
2012-05-17,15.26
2012-05-16,15.4
2012-05-15,15.47
2012-05-14,15.48
2012-05-11,14.88
2012-05-10,15.4
2012-05-09,15.17
2012-05-08,15.31
2012-05-07,15.34
2012-05-04,15.25
2012-05-03,15.65
2012-05-02,15.58
2012-05-01,15.51
2012-04-30,15.55
2012-04-27,15.51
2012-04-26,15.44
2012-04-25,15.43
2012-04-24,15.33
2012-04-23,15.41
2012-04-20,15.41
2012-04-19,15.44
2012-04-18,15.4
2012-04-17,14.82
2012-04-16,15.0
2012-04-13,14.99
2012-04-12,14.9
2012-04-11,15.08
2012-04-10,15.08
2012-04-09,15.0
2012-04-05,15.14
2012-04-04,15.15
2012-04-03,15.36
2012-04-02,15.19
2012-03-30,15.37
2012-03-29,15.19
2012-03-28,15.45
2012-03-27,15.53
2012-03-26,15.46
2012-03-23,15.52
2012-03-22,15.51
2012-03-21,15.42
2012-03-20,15.0
2012-03-19,15.08
2012-03-16,14.95
2012-03-15,14.64
2012-03-14,14.54
2012-03-13,14.54
2012-03-12,14.66
2012-03-09,14.63
2012-03-08,14.7
2012-03-07,14.48
2012-03-06,14.61
2012-03-05,14.66
2012-03-02,14.89
2012-03-01,14.89
2012-02-29,14.89
2012-02-28,14.93
2012-02-27,14.74
2012-02-24,14.86
2012-02-23,14.55
2012-02-22,14.68
2012-02-21,15.04
2012-02-17,15.41
2012-02-16,15.25
2012-02-15,15.23
2012-02-14,16.07
2012-02-13,16.129999
2012-02-10,16.02
2012-02-09,16.1
2012-02-08,15.96
2012-02-07,15.84
2012-02-06,15.94
2012-02-03,15.94
2012-02-02,15.76
2012-02-01,15.57
2012-01-31,15.54
2012-01-30,15.61
2012-01-27,15.5
2012-01-26,15.63
2012-01-25,15.6
2012-01-24,15.57
2012-01-23,15.85
2012-01-20,16.110001
2012-01-19,15.9
2012-01-18,15.87
2012-01-17,15.63
2012-01-13,15.65
2012-01-12,15.58
2012-01-11,15.56
2012-01-10,15.57
2012-01-09,15.59
2012-01-06,15.64
2012-01-05,15.6
2012-01-04,16.120001
2012-01-03,16.27
2011-12-30,16.18
2011-12-29,15.95
2011-12-28,16.030001
2011-12-27,16.16
2011-12-23,16.049999
2011-12-22,16.360001
2011-12-21,15.15
2011-12-20,14.68
2011-12-19,14.95
2011-12-16,15.05
2011-12-15,15.21
2011-12-14,15.19
2011-12-13,15.54
2011-12-12,15.71
2011-12-09,15.61
2011-12-08,15.6
2011-12-07,15.82
2011-12-06,15.9
2011-12-05,16.110001
2011-12-02,16.309999
2011-12-01,16.42
2011-11-30,15.9
2011-11-29,15.6
2011-11-28,15.24
2011-11-25,15.0
2011-11-23,15.2
2011-11-22,14.88
2011-11-21,15.19
2011-11-18,15.57
2011-11-17,15.69
2011-11-16,15.8
2011-11-15,15.93
2011-11-14,16.17
2011-11-11,15.96
2011-11-10,16.18
2011-11-09,16.17
2011-11-08,15.87
2011-11-07,15.26
2011-11-04,15.39
2011-11-03,15.2
2011-11-02,15.1
2011-11-01,14.95
2011-10-31,16.059999
2011-10-28,16.41
2011-10-27,16.559999
2011-10-26,16.33
2011-10-25,16.66
2011-10-24,16.57
2011-10-21,16.379999
2011-10-20,16.200001
2011-10-19,16.040001
2011-10-18,15.72
2011-10-17,15.95
2011-10-14,16.129999
2011-10-13,15.76
2011-10-12,15.93
2011-10-11,15.79
2011-10-10,15.86
2011-10-07,15.64
2011-10-06,15.16
2011-10-05,14.66
2011-10-04,14.0
2011-10-03,13.7
2011-09-30,13.21
2011-09-29,14.34
2011-09-28,14.61
2011-09-27,14.92
2011-09-26,14.79
2011-09-23,14.23
2011-09-22,14.2
2011-09-21,14.38
2011-09-20,14.53
2011-09-19,14.76
2011-09-16,15.09
2011-09-15,14.73
2011-09-14,14.47
2011-09-13,14.3
2011-09-12,14.12
2011-09-09,14.36
2011-09-08,13.57
2011-09-07,13.75
2011-09-06,12.52
2011-09-02,13.12
2011-09-01,13.67
2011-08-31,13.91
2011-08-30,13.3
2011-08-29,12.9
2011-08-26,12.8
2011-08-25,13.12
2011-08-24,13.28
2011-08-23,12.91
2011-08-22,13.16
2011-08-19,12.75
2011-08-18,13.02
2011-08-17,13.49
2011-08-16,13.34
2011-08-15,13.63
2011-08-12,12.81
2011-08-11,11.89
2011-08-10,11.77
2011-08-09,11.3
2011-08-08,11.43
2011-08-05,12.08
2011-08-04,12.8
2011-08-03,12.77
2011-08-02,12.96
2011-08-01,13.24
2011-07-29,13.89
2011-07-28,13.6
2011-07-27,13.87
2011-07-26,13.7
2011-07-25,13.84
2011-07-22,13.65
2011-07-21,13.5
2011-07-20,14.15
2011-07-19,14.57
2011-07-18,14.68
2011-07-15,14.75
2011-07-14,14.88
2011-07-13,15.01
2011-07-12,15.01
2011-07-11,15.43
2011-07-08,15.62
2011-07-07,15.78
2011-07-06,15.53
2011-07-05,15.4
2011-07-01,15.08
2011-06-30,14.98
2011-06-29,14.96
2011-06-28,14.95
2011-06-27,14.87
2011-06-24,15.08
2011-06-23,15.08
2011-06-22,15.29
2011-06-21,15.03
2011-06-20,14.66
2011-06-17,14.98
2011-06-16,15.01
2011-06-15,15.01
2011-06-14,15.26
2011-06-13,15.2
2011-06-10,15.27
2011-06-09,15.18
2011-06-08,15.37
2011-06-07,15.54
2011-06-06,15.65
2011-06-03,15.82
2011-06-02,16.0
2011-06-01,16.34
2011-05-31,16.17
2011-05-27,16.030001
2011-05-26,16.18
2011-05-25,16.190001
2011-05-24,16.110001
2011-05-23,16.049999
2011-05-20,16.32
2011-05-19,16.049999
2011-05-18,16.07
2011-05-17,15.88
2011-05-16,16.68
2011-05-13,16.139999
2011-05-12,17.120001
2011-05-11,18.450001
2011-05-10,18.67
2011-05-09,18.6
2011-05-06,18.59
2011-05-05,18.120001
2011-05-04,17.99
2011-05-03,18.23
2011-05-02,17.790001
2011-04-29,17.459999
2011-04-28,17.219999
2011-04-27,17.299999
2011-04-26,17.110001
2011-04-25,17.01
2011-04-21,16.93
2011-04-20,16.700001
2011-04-19,16.209999
2011-04-18,16.35
2011-04-15,16.639999
2011-04-14,16.549999
2011-04-13,16.43
2011-04-12,16.549999
2011-04-11,16.91
2011-04-08,17.08
2011-04-07,16.91
2011-04-06,17.17
2011-04-05,16.809999
2011-04-04,16.9
2011-04-01,16.83
2011-03-31,16.709999
2011-03-30,16.83
2011-03-29,16.6
2011-03-28,17.01
2011-03-25,16.940001
2011-03-24,16.190001
2011-03-23,16.299999
2011-03-22,16.290001
2011-03-21,16.18
2011-03-18,16.1
2011-03-17,16.16
2011-03-16,16.33
2011-03-15,16.66
2011-03-14,17.24
2011-03-11,17.0
2011-03-10,17.299999
2011-03-09,16.889999
2011-03-08,16.74
2011-03-07,17.07
2011-03-04,16.75
2011-03-03,16.85
2011-03-02,16.65
2011-03-01,16.459999
2011-02-28,16.370001
2011-02-25,16.389999
2011-02-24,16.66
2011-02-23,17.030001
2011-02-22,17.08
2011-02-18,17.690001
2011-02-17,17.75
2011-02-16,17.23
2011-02-15,16.799999
2011-02-14,16.84
2011-02-11,16.58
2011-02-10,16.389999
2011-02-09,16.540001
2011-02-08,16.83
2011-02-07,16.809999
2011-02-04,16.74
2011-02-03,16.48
2011-02-02,16.25
2011-02-01,16.33
2011-01-31,15.82
2011-01-28,16.15
2011-01-27,15.58
2011-01-26,15.93
2011-01-25,16.17
2011-01-24,16.0
2011-01-21,16.27
2011-01-20,16.290001
2011-01-19,16.49
2011-01-18,16.620001
2011-01-14,16.67
2011-01-13,16.639999
2011-01-12,16.709999
2011-01-11,16.700001
2011-01-10,16.780001
2011-01-07,17.030001
2011-01-06,16.9
2011-01-05,16.549999
2011-01-04,16.709999
2011-01-03,16.809999
2010-12-31,16.74
2010-12-30,16.6
2010-12-29,16.5
2010-12-28,16.469999
2010-12-27,16.620001
2010-12-23,16.559999
2010-12-22,16.67
2010-12-21,16.309999
2010-12-20,16.379999
2010-12-17,16.51
2010-12-16,16.450001
2010-12-15,16.549999
2010-12-14,16.77
2010-12-13,16.9
2010-12-10,16.969999
2010-12-09,17.120001
2010-12-08,17.01
2010-12-07,16.5
2010-12-06,16.469999
2010-12-03,16.27
2010-12-02,16.200001
2010-12-01,16.0
2010-11-30,16.200001
2010-11-29,16.1
2010-11-26,16.25
2010-11-24,16.309999
2010-11-23,16.34
2010-11-22,16.43
2010-11-19,16.969999
2010-11-18,16.4
2010-11-17,16.209999
2010-11-16,16.450001
2010-11-15,16.559999
2010-11-12,16.65
2010-11-11,16.629999
2010-11-10,17.0
2010-11-09,17.219999
2010-11-08,16.290001
2010-11-05,16.18
2010-11-04,16.309999
2010-11-03,16.209999
2010-11-02,16.290001
2010-11-01,16.5
2010-10-29,16.370001
2010-10-28,16.450001
2010-10-27,16.4
2010-10-26,16.219999
2010-10-25,16.299999
2010-10-22,15.9
2010-10-21,15.9
2010-10-20,15.79
2010-10-19,15.73
2010-10-18,16.200001
2010-10-15,16.17
2010-10-14,16.75
2010-10-13,14.57
2010-10-12,14.36
2010-10-11,14.45
2010-10-08,14.21
2010-10-07,14.6
2010-10-06,14.6
2010-10-05,14.45
2010-10-04,14.2
2010-10-01,14.19
2010-09-30,14.26
2010-09-29,14.36
2010-09-28,14.33
2010-09-27,14.46
2010-09-24,14.3
2010-09-23,13.93
2010-09-22,14.19
2010-09-21,13.94
2010-09-20,13.95
2010-09-17,14.33
2010-09-16,14.2
2010-09-15,14.03
2010-09-14,13.76
2010-09-13,13.83
2010-09-10,13.68
2010-09-09,13.88
2010-09-08,13.66
2010-09-07,13.56
2010-09-03,13.69
2010-09-02,13.33
2010-09-01,13.2
2010-08-31,13.11
2010-08-30,13.27
2010-08-27,13.24
2010-08-26,13.36
2010-08-25,13.29
2010-08-24,13.53
2010-08-23,13.81
2010-08-20,13.85
2010-08-19,13.85
2010-08-18,13.98
2010-08-17,13.84
2010-08-16,13.75
2010-08-13,13.81
2010-08-12,13.77
2010-08-11,14.14
2010-08-10,14.26
2010-08-09,14.34
2010-08-06,14.06
2010-08-05,14.16
2010-08-04,14.0
2010-08-03,13.95
2010-08-02,14.01
2010-07-30,13.69
2010-07-29,13.9
2010-07-28,13.91
2010-07-27,14.07
2010-07-26,13.96
2010-07-23,13.78
2010-07-22,13.89
2010-07-21,14.27
2010-07-20,14.99
2010-07-19,15.23
2010-07-16,15.33
2010-07-15,15.31
2010-07-14,15.32
2010-07-13,15.06
2010-07-12,14.93
2010-07-09,14.6
2010-07-08,14.43
2010-07-07,14.18
2010-07-06,14.23
2010-07-02,14.08
2010-07-01,13.99
2010-06-30,13.95
2010-06-29,14.53
2010-06-28,14.83
2010-06-25,14.86
2010-06-24,15.11
2010-06-23,15.14
2010-06-22,15.24
2010-06-21,15.71
2010-06-18,15.66
2010-06-17,15.72
2010-06-16,15.58
2010-06-15,15.29
2010-06-14,15.46
2010-06-11,15.02
2010-06-10,14.94
2010-06-09,14.93
2010-06-08,15.05
2010-06-07,15.19
2010-06-04,15.12
2010-06-03,15.32
2010-06-02,15.04
2010-06-01,15.31
2010-05-28,15.61
2010-05-27,15.83
2010-05-26,15.6
2010-05-25,15.04
2010-05-24,15.42
2010-05-21,14.81
2010-05-20,15.45
2010-05-19,15.83
2010-05-18,16.27
2010-05-17,16.41
2010-05-14,16.51
2010-05-13,16.49
2010-05-12,16.450001
2010-05-11,15.95
2010-05-10,16.040001
2010-05-07,15.77
2010-05-06,16.34
2010-05-05,16.17
2010-05-04,16.629999
2010-05-03,16.68
2010-04-30,17.110001
2010-04-29,16.82
2010-04-28,16.98
2010-04-27,17.280001
2010-04-26,17.690001
2010-04-23,17.709999
2010-04-22,17.370001
2010-04-21,17.58
2010-04-20,18.5
2010-04-19,18.01
2010-04-16,18.67
2010-04-15,18.299999
2010-04-14,18.15
2010-04-13,17.51
2010-04-12,17.52
2010-04-09,17.42
2010-04-08,16.91
2010-04-07,16.780001
2010-04-06,16.549999
2010-04-05,16.389999
2010-04-01,16.58
2010-03-31,16.450001
2010-03-30,16.549999
2010-03-29,16.48
2010-03-26,16.34
2010-03-25,16.17
2010-03-24,16.1
2010-03-23,16.34
2010-03-22,16.370001
2010-03-19,16.620001
2010-03-18,16.459999
2010-03-17,16.280001
2010-03-16,16.469999
2010-03-15,16.35
2010-03-12,16.51
2010-03-11,16.57
2010-03-10,16.51
2010-03-09,16.41
2010-03-08,16.32
2010-03-05,15.89
2010-03-04,15.55
2010-03-03,15.85
2010-03-02,15.87
2010-03-01,15.43
2010-02-26,15.27
2010-02-25,15.32
2010-02-24,15.48
2010-02-23,15.45
2010-02-22,15.61
2010-02-19,15.49
2010-02-18,15.4
2010-02-17,15.5
2010-02-16,15.23
2010-02-12,15.07
2010-02-11,14.87
2010-02-10,15.02
2010-02-09,15.2
2010-02-08,15.18
2010-02-05,15.01
2010-02-04,15.34
2010-02-03,15.12
2010-02-02,15.1
2010-02-01,15.14
2010-01-29,15.51
2010-01-28,15.93
2010-01-27,16.459999
2010-01-26,15.82
2010-01-25,16.07
2010-01-22,16.08
2010-01-21,16.389999
2010-01-20,16.65
2010-01-19,16.780001
2010-01-15,17.25
2010-01-14,16.809999
2010-01-13,16.879999
2010-01-12,16.65
2010-01-11,16.77
2010-01-08,16.68
2010-01-07,16.809999
2010-01-06,17.17
2010-01-05,17.219999
2010-01-04,16.940001
2009-12-31,16.92
2009-12-30,16.83
2009-12-29,16.84
2009-12-28,16.74
2009-12-24,16.690001
2009-12-23,16.35
2009-12-22,15.88
2009-12-21,16.110001
2009-12-18,15.94
2009-12-17,15.72
2009-12-16,15.57
2009-12-15,15.77
2009-12-14,15.9
2009-12-11,15.85
2009-12-10,15.34
2009-12-09,15.52
2009-12-08,15.45
2009-12-07,15.36
2009-12-04,15.32
2009-12-03,15.33
2009-12-02,15.17
2009-12-01,15.03
2009-11-30,14.9
2009-11-27,15.04
2009-11-25,15.29
2009-11-24,15.38
2009-11-23,15.58
2009-11-20,15.6
2009-11-19,15.83
2009-11-18,16.02
2009-11-17,15.89
2009-11-16,16.08
2009-11-13,16.040001
2009-11-12,16.1
2009-11-11,16.0
2009-11-10,16.08
2009-11-09,16.129999
2009-11-06,15.89
2009-11-05,15.8
2009-11-04,15.9
2009-11-03,15.71
2009-11-02,15.75
2009-10-30,16.059999
2009-10-29,16.190001
2009-10-28,16.690001
2009-10-27,16.690001
2009-10-26,17.049999
2009-10-23,17.709999
2009-10-22,17.540001
2009-10-21,17.98
2009-10-20,17.370001
2009-10-19,16.799999
2009-10-16,16.610001
2009-10-15,16.84
2009-10-14,16.93
2009-10-13,16.950001
2009-10-12,16.959999
2009-10-09,17.43
2009-10-08,17.629999
2009-10-07,17.219999
2009-10-06,16.959999
2009-10-05,16.85
2009-10-02,17.23
2009-10-01,17.65
2009-09-30,17.48
2009-09-29,17.5
2009-09-28,16.98
2009-09-25,16.799999
2009-09-24,17.309999
2009-09-23,17.1
2009-09-22,17.17
2009-09-21,17.23
2009-09-18,17.700001
2009-09-17,17.0
2009-09-16,16.57
2009-09-15,16.01
2009-09-14,15.45
2009-09-11,15.53
2009-09-10,15.28
2009-09-09,14.45
2009-09-08,14.65
2009-09-04,14.26
2009-09-03,14.36
2009-09-02,14.08
2009-09-01,14.5
2009-08-31,14.74
2009-08-28,14.98
2009-08-27,14.92
2009-08-26,15.09
2009-08-25,15.12
2009-08-24,14.89
2009-08-21,14.88
2009-08-20,14.75
2009-08-19,14.58
2009-08-18,14.64
2009-08-17,14.69
2009-08-14,14.98
2009-08-13,14.74
2009-08-12,14.47
2009-08-11,14.54
2009-08-10,14.66
2009-08-07,14.86
2009-08-06,14.76
2009-08-05,14.76
2009-08-04,14.44
2009-08-03,14.56
2009-07-31,14.72
2009-07-30,15.13
2009-07-29,16.0
2009-07-28,16.969999
2009-07-27,17.370001
2009-07-24,17.43
2009-07-23,17.41
2009-07-22,16.190001
2009-07-21,17.049999
2009-07-20,17.18
2009-07-17,16.75
2009-07-16,15.8
2009-07-15,15.23
2009-07-14,15.07
2009-07-13,14.95
2009-07-10,14.78
2009-07-09,14.48
2009-07-08,14.44
2009-07-07,14.92
2009-07-06,14.83
2009-07-02,15.24
2009-07-01,15.49
2009-06-30,15.85
2009-06-29,15.86
2009-06-26,15.6
2009-06-25,15.44
2009-06-24,14.76
2009-06-23,14.75
2009-06-22,15.55
2009-06-19,15.5
2009-06-18,15.62
2009-06-17,15.91
2009-06-16,16.33
2009-06-15,16.559999
2009-06-12,16.17
2009-06-11,16.26
2009-06-10,16.700001
2009-06-09,16.23
2009-06-08,16.469999
2009-06-05,16.77
2009-06-04,16.4
2009-06-03,16.5
2009-06-02,16.6
2009-06-01,16.17
2009-05-29,15.19
2009-05-28,15.09
2009-05-27,15.27
2009-05-26,14.68
2009-05-22,14.89
2009-05-21,14.92
2009-05-20,15.08
2009-05-19,15.06
2009-05-18,15.1
2009-05-15,15.0
2009-05-14,14.5
2009-05-13,14.92
2009-05-12,15.5
2009-05-11,14.9
2009-05-08,14.88
2009-05-07,15.03
2009-05-06,14.8
2009-05-05,14.55
2009-05-04,14.2
2009-05-01,14.5
2009-04-30,14.12
2009-04-29,13.7
2009-04-28,13.74
2009-04-27,14.48
2009-04-24,14.79
2009-04-23,14.56
2009-04-22,14.62
2009-04-21,13.94
2009-04-20,14.16
2009-04-17,14.43
2009-04-16,14.15
2009-04-15,13.93
2009-04-14,14.4
2009-04-13,14.02
2009-04-09,13.14
2009-04-08,12.9
2009-04-07,13.0
2009-04-06,13.08
2009-04-03,12.95
2009-04-02,13.04
2009-04-01,12.7
2009-03-31,12.76
2009-03-30,12.93
2009-03-27,13.17
2009-03-26,13.55
2009-03-25,13.69
2009-03-24,13.98
2009-03-23,13.79
2009-03-20,13.63
2009-03-19,13.68
2009-03-18,13.81
2009-03-17,13.35
2009-03-16,13.66
2009-03-13,13.58
2009-03-12,13.35
2009-03-11,13.31
2009-03-10,12.81
2009-03-09,12.85
2009-03-06,12.6
2009-03-05,12.77
2009-03-04,12.72
2009-03-03,12.79
2009-03-02,12.85
2009-02-27,12.66
2009-02-26,12.88
2009-02-25,12.45
2009-02-24,12.57
2009-02-23,12.2
2009-02-20,11.9
2009-02-19,12.35
2009-02-18,12.12
2009-02-17,12.31
2009-02-13,12.67
2009-02-12,12.5
2009-02-11,12.87
2009-02-10,13.54
2009-02-09,13.59
2009-02-06,13.41
2009-02-05,12.93
2009-02-04,12.67
2009-02-03,12.3
2009-02-02,11.5
2009-01-30,11.86
2009-01-29,12.02
2009-01-28,12.23
2009-01-27,11.2
2009-01-26,11.26
2009-01-23,10.9
2009-01-22,11.35
2009-01-21,11.17
2009-01-20,11.72
2009-01-16,11.87
2009-01-15,12.32
2009-01-14,12.26
2009-01-13,12.09
2009-01-12,13.09
2009-01-09,13.42
2009-01-08,12.37
2009-01-07,12.71
2009-01-06,12.96
2009-01-05,12.72
2009-01-02,12.17
2008-12-31,11.95
2008-12-30,11.91
2008-12-29,12.46
2008-12-26,12.3
2008-12-24,12.41
2008-12-23,12.47
2008-12-22,13.03
2008-12-19,12.92
2008-12-18,13.13
2008-12-17,13.0
2008-12-16,12.88
2008-12-15,13.1
2008-12-12,12.31
2008-12-11,13.16
2008-12-10,12.67
2008-12-09,11.9
2008-12-08,12.17
2008-12-05,10.96
2008-12-04,11.38
2008-12-03,11.12
2008-12-02,10.81
2008-12-01,11.82
2008-11-28,10.76
2008-11-26,9.93
2008-11-25,10.12
2008-11-24,9.56
2008-11-21,9.28
2008-11-20,9.1
2008-11-19,11.54
2008-11-18,11.93
2008-11-17,10.5
2008-11-14,10.84
2008-11-13,10.32
2008-11-12,11.01
2008-11-11,11.56
2008-11-10,12.37
2008-11-07,12.45
2008-11-06,14.84
2008-11-05,13.21
2008-11-04,13.05
2008-11-03,12.74
2008-10-31,13.09
2008-10-30,12.53
2008-10-29,12.2
2008-10-28,11.89
2008-10-27,11.82
2008-10-24,11.31
2008-10-23,12.15
2008-10-22,12.36
2008-10-21,12.62
2008-10-20,13.03
2008-10-17,12.88
2008-10-16,11.9
2008-10-15,12.49
2008-10-14,13.78
2008-10-13,13.14
2008-10-10,12.22
2008-10-09,13.9
2008-10-08,13.8
2008-10-07,15.19
2008-10-06,15.27
2008-10-03,15.81
2008-10-02,16.77
2008-10-01,17.17
2008-09-30,17.15
2008-09-29,18.77
2008-09-26,18.75
2008-09-25,19.09
2008-09-24,18.9
2008-09-23,18.709999
2008-09-22,19.6
2008-09-19,20.58
2008-09-18,18.790001
2008-09-17,18.969999
2008-09-16,18.25
2008-09-15,18.27
2008-09-12,18.43
2008-09-11,17.4
2008-09-10,17.629999
2008-09-09,18.139999
2008-09-08,18.33
2008-09-05,17.92
2008-09-04,18.709999
2008-09-03,18.85
2008-09-02,19.629999
2008-08-29,19.540001
2008-08-28,19.48
2008-08-27,19.08
2008-08-26,19.120001
2008-08-25,19.34
2008-08-22,19.110001
2008-08-21,19.059999
2008-08-20,19.57
2008-08-19,19.780001
2008-08-18,20.469999
2008-08-15,20.27
2008-08-14,20.200001
2008-08-13,20.33
2008-08-12,20.209999
2008-08-11,19.889999
2008-08-08,20.190001
2008-08-07,19.799999
2008-08-06,19.77
2008-08-05,19.700001
2008-08-04,19.77
2008-08-01,20.09
2008-07-31,19.889999
2008-07-30,20.18
2008-07-29,20.01
2008-07-28,20.99
2008-07-25,20.549999
2008-07-24,20.610001
2008-07-23,21.91
2008-07-22,21.389999
2008-07-21,21.66
2008-07-18,22.549999
2008-07-17,23.49
2008-07-16,21.700001
2008-07-15,21.790001
2008-07-14,23.120001
2008-07-11,23.0
2008-07-10,23.76
2008-07-09,24.74
2008-07-08,23.83
2008-07-07,23.4
2008-07-03,21.35
2008-07-02,21.889999
2008-07-01,20.48
2008-06-30,21.120001
2008-06-27,21.290001
2008-06-26,21.59
2008-06-25,22.0
2008-06-24,21.17
2008-06-23,22.07
2008-06-20,22.49
2008-06-19,22.780001
2008-06-18,23.219999
2008-06-17,23.58
2008-06-16,22.950001
2008-06-13,22.82
2008-06-12,26.33
2008-06-11,26.42
2008-06-10,26.32
2008-06-09,26.5
2008-06-06,26.5
2008-06-05,26.459999
2008-06-04,26.25
2008-06-03,26.360001
2008-06-02,26.799999
2008-05-30,27.07
2008-05-29,27.34
2008-05-28,27.42
2008-05-27,27.5
2008-05-23,27.48
2008-05-22,27.299999
2008-05-21,27.34
2008-05-20,27.68
2008-05-19,27.9
2008-05-16,27.73
2008-05-15,27.540001
2008-05-14,26.950001
2008-05-13,25.15
2008-05-12,25.799999
2008-05-09,26.01
2008-05-08,25.66
2008-05-07,25.57
2008-05-06,25.540001
2008-05-05,23.049999
2008-05-02,27.65
2008-05-01,27.690001
2008-04-30,27.17
2008-04-29,26.35
2008-04-28,27.0
2008-04-25,26.85
2008-04-24,28.01
2008-04-23,28.24
2008-04-22,28.73
2008-04-21,28.52
2008-04-18,28.440001
2008-04-17,28.4
2008-04-16,28.110001
2008-04-15,28.049999
2008-04-14,28.18
2008-04-11,28.41
2008-04-10,28.389999
2008-04-09,27.799999
2008-04-08,27.719999
2008-04-07,27.799999
2008-04-04,28.0
2008-04-03,27.65
2008-04-02,28.57
2008-04-01,28.07
2008-03-31,28.559999
2008-03-28,28.32
2008-03-27,28.49
2008-03-26,28.629999
2008-03-25,28.139999
2008-03-24,27.559999
2008-03-20,27.360001
2008-03-19,27.559999
2008-03-18,26.940001
2008-03-17,26.5
2008-03-14,27.85
2008-03-13,28.07
2008-03-12,28.889999
2008-03-11,28.91
2008-03-10,28.870001
2008-03-07,28.58
2008-03-06,28.639999
2008-03-05,28.0
2008-03-04,27.799999
2008-03-03,27.73
2008-02-29,27.940001
2008-02-28,27.98
2008-02-27,28.33
2008-02-26,27.93
2008-02-25,28.42
2008-02-22,28.360001
2008-02-21,28.76
2008-02-20,28.709999
2008-02-19,29.34
2008-02-15,29.950001
2008-02-14,29.98
2008-02-13,29.780001
2008-02-12,29.809999
2008-02-11,29.889999
2008-02-08,28.98
2008-02-07,28.629999
2008-02-06,29.110001
2008-02-05,28.780001
2008-02-04,28.33
2008-02-01,28.68
2008-01-31,18.870001
2008-01-30,18.620001
2008-01-29,20.870001
2008-01-28,21.559999
2008-01-25,22.24
2008-01-24,20.440001
2008-01-23,19.25
2008-01-22,19.290001
2008-01-18,21.27
2008-01-17,22.0
2008-01-16,22.200001
2008-01-15,23.0
2008-01-14,23.51
2008-01-11,23.809999
2008-01-10,23.190001
2008-01-09,22.469999
2008-01-08,23.280001
2008-01-07,23.120001
2008-01-04,23.809999
2008-01-03,23.860001
2008-01-02,23.799999
2007-12-31,23.219999
2007-12-28,23.66
2007-12-27,23.6
2007-12-26,23.85
2007-12-24,24.01
2007-12-21,23.879999
2007-12-20,23.5
2007-12-19,22.92
2007-12-18,23.219999
2007-12-17,23.799999
2007-12-14,24.129999
2007-12-13,24.389999
2007-12-12,24.82
2007-12-11,25.15
2007-12-10,25.51
2007-12-07,25.860001
2007-12-06,25.879999
2007-12-05,26.629999
2007-12-04,26.139999
2007-12-03,26.639999
2007-11-30,26.959999
2007-11-29,26.01
2007-11-28,26.030001
2007-11-27,25.18
2007-11-26,26.08
2007-11-23,25.98
2007-11-21,26.110001
2007-11-20,26.93
2007-11-19,27.110001
2007-11-16,25.66
2007-11-15,24.940001
2007-11-14,26.42
2007-11-13,25.530001
2007-11-12,25.799999
2007-11-09,26.129999
2007-11-08,28.110001
2007-11-07,29.27
2007-11-06,31.76
2007-11-05,30.709999
2007-11-02,30.540001
2007-11-01,30.860001
2007-10-31,31.5
2007-10-30,31.549999
2007-10-29,34.07
2007-10-26,32.43
2007-10-25,30.75
2007-10-24,30.68
2007-10-23,30.120001
2007-10-22,28.93
2007-10-19,29.360001
2007-10-18,28.59
2007-10-17,29.1
2007-10-16,27.370001
2007-10-15,28.32
2007-10-12,27.76
2007-10-11,28.440001
2007-10-10,28.43
2007-10-09,28.35
2007-10-08,28.01
2007-10-05,27.780001
2007-10-04,27.190001
2007-10-03,27.16
2007-10-02,27.200001
2007-10-01,26.76
2007-09-28,26.49
2007-09-27,26.950001
2007-09-26,26.700001
2007-09-25,25.700001
2007-09-24,26.129999
2007-09-21,25.540001
2007-09-20,25.280001
2007-09-19,25.09
2007-09-18,25.059999
2007-09-17,24.5
2007-09-14,23.690001
2007-09-13,23.6
2007-09-12,23.639999
2007-09-11,23.309999
2007-09-10,23.85
2007-09-07,23.76
2007-09-06,24.219999
2007-09-05,24.1
2007-09-04,23.299999
2007-08-31,22.809999
2007-08-30,22.49
2007-08-29,22.6
2007-08-28,22.950001
2007-08-27,23.59
2007-08-24,23.030001
2007-08-23,23.35
2007-08-22,23.219999
2007-08-21,23.25
2007-08-20,23.639999
2007-08-17,23.26
2007-08-16,23.0
2007-08-15,23.559999
2007-08-14,24.690001
2007-08-13,24.209999
2007-08-10,23.93
